region,collection_week,group,counts,location_counts,percent
North America,2020-10-26,B.1.1.265,1,662,0.0015105740181268882
North America,2020-10-26,B.1.1.304,6,662,0.00906344410876133
North America,2020-10-26,B.1.1.31,2,662,0.0030211480362537764
North America,2020-10-26,B.1.1.51,2,662,0.0030211480362537764
North America,2020-10-26,B.1.1.85,4,662,0.006042296072507553
North America,2020-10-26,B.1.110,4,662,0.006042296072507553
North America,2020-10-26,B.1.119,1,662,0.0015105740181268882
North America,2020-10-26,B.1.139,7,662,0.010574018126888218
North America,2020-10-26,B.1.178,1,662,0.0015105740181268882
North America,2020-10-26,B.1.189,2,662,0.0030211480362537764
North America,2020-10-26,B.1.2,247,662,0.3731117824773414
North America,2020-10-26,B.1.228,1,662,0.0015105740181268882
North America,2020-10-26,B.1.230,1,662,0.0015105740181268882
North America,2020-10-26,B.1.232,1,662,0.0015105740181268882
North America,2020-10-26,B.1.234,8,662,0.012084592145015106
North America,2020-10-26,B.1.239,2,662,0.0030211480362537764
North America,2020-10-26,B.1.240,22,662,0.03323262839879154
North America,2020-10-26,B.1.241,1,662,0.0015105740181268882
North America,2020-10-26,B.1.243,30,662,0.045317220543806644
North America,2020-10-26,B.1.26,1,662,0.0015105740181268882
North America,2020-10-26,B.1.262,2,662,0.0030211480362537764
North America,2020-10-26,B.1.280,2,662,0.0030211480362537764
North America,2020-10-26,B.1.3,16,662,0.02416918429003021
North America,2020-10-26,B.1.305,7,662,0.010574018126888218
North America,2020-10-26,B.1.309,1,662,0.0015105740181268882
North America,2020-10-26,B.1.311,2,662,0.0030211480362537764
North America,2020-10-26,B.1.324,1,662,0.0015105740181268882
North America,2020-10-26,B.1.340,1,662,0.0015105740181268882
North America,2020-10-26,B.1.346,4,662,0.006042296072507553
North America,2020-10-26,B.1.349,4,662,0.006042296072507553
North America,2020-10-26,B.1.36,3,662,0.004531722054380665
North America,2020-10-26,B.1.361,16,662,0.02416918429003021
North America,2020-10-26,B.1.363,1,662,0.0015105740181268882
North America,2020-10-26,B.1.368,2,662,0.0030211480362537764
North America,2020-10-26,B.1.369,20,662,0.030211480362537766
North America,2020-10-26,B.1.370,6,662,0.00906344410876133
North America,2020-10-26,B.1.5,8,662,0.012084592145015106
North America,2020-10-26,B.1.5.12,1,662,0.0015105740181268882
North America,2020-10-26,B.1.78,7,662,0.010574018126888218
North America,2020-11-02,B.1,56,457,0.12253829321663019
North America,2020-11-02,B.1.1,15,457,0.03282275711159737
North America,2020-11-02,B.1.1.1,1,457,0.002188183807439825
North America,2020-11-02,B.1.1.10,1,457,0.002188183807439825
North America,2020-11-02,B.1.1.135,26,457,0.05689277899343545
North America,2020-11-02,B.1.1.139,4,457,0.0087527352297593
North America,2020-11-02,B.1.1.171,4,457,0.0087527352297593
North America,2020-11-02,B.1.1.186,22,457,0.04814004376367615
North America,2020-11-02,B.1.1.192,1,457,0.002188183807439825
North America,2020-11-02,B.1.1.207,2,457,0.00437636761487965
North America,2020-11-02,B.1.1.222,2,457,0.00437636761487965
North America,2020-11-02,B.1.1.258,1,457,0.002188183807439825
North America,2020-11-02,B.1.1.291,7,457,0.015317286652078774
North America,2020-11-02,B.1.1.31,1,457,0.002188183807439825
North America,2020-11-02,B.1.1.44,1,457,0.002188183807439825
North America,2020-11-02,B.1.1.51,3,457,0.006564551422319475
North America,2020-11-02,B.1.1.73,2,457,0.00437636761487965
North America,2020-11-02,B.1.1.85,3,457,0.006564551422319475
North America,2020-11-02,B.1.110,5,457,0.010940919037199124
North America,2020-11-02,B.1.139,5,457,0.010940919037199124
North America,2020-11-02,B.1.141,1,457,0.002188183807439825
North America,2020-11-02,B.1.160.2,1,457,0.002188183807439825
North America,2020-11-02,B.1.2,182,457,0.3982494529540481
North America,2020-11-02,B.1.228,3,457,0.006564551422319475
North America,2020-11-02,B.1.230,1,457,0.002188183807439825
North America,2020-11-02,B.1.232,4,457,0.0087527352297593
North America,2020-11-02,B.1.234,13,457,0.028446389496717725
North America,2020-11-02,B.1.239,2,457,0.00437636761487965
North America,2020-11-02,B.1.240,6,457,0.01312910284463895
North America,2020-11-02,B.1.243,9,457,0.019693654266958426
North America,2020-11-02,B.1.280,5,457,0.010940919037199124
North America,2020-11-02,B.1.298,6,457,0.01312910284463895
North America,2020-11-02,B.1.3,5,457,0.010940919037199124
North America,2020-11-02,B.1.305,7,457,0.015317286652078774
North America,2020-11-02,B.1.306,2,457,0.00437636761487965
North America,2020-11-02,B.1.311,3,457,0.006564551422319475
North America,2020-11-02,B.1.324,2,457,0.00437636761487965
North America,2020-11-02,B.1.325,1,457,0.002188183807439825
North America,2020-11-02,B.1.328,1,457,0.002188183807439825
North America,2020-11-02,B.1.340,1,457,0.002188183807439825
North America,2020-11-02,B.1.346,7,457,0.015317286652078774
North America,2020-11-02,B.1.349,2,457,0.00437636761487965
North America,2020-11-02,B.1.361,9,457,0.019693654266958426
North America,2020-11-02,B.1.363,2,457,0.00437636761487965
North America,2020-11-02,B.1.366,4,457,0.0087527352297593
North America,2020-11-02,B.1.369,10,457,0.02188183807439825
North America,2020-11-02,B.1.370,3,457,0.006564551422319475
North America,2020-11-02,B.1.5,3,457,0.006564551422319475
North America,2020-11-09,B.1,56,525,0.10666666666666667
North America,2020-11-09,B.1.1,16,525,0.030476190476190476
North America,2020-11-09,B.1.1.10,3,525,0.005714285714285714
North America,2020-11-09,B.1.1.125,1,525,0.0019047619047619048
North America,2020-11-09,B.1.1.135,3,525,0.005714285714285714
North America,2020-11-09,B.1.1.192,1,525,0.0019047619047619048
North America,2020-11-09,B.1.1.207,3,525,0.005714285714285714
North America,2020-11-09,B.1.1.231,2,525,0.0038095238095238095
North America,2020-11-09,B.1.1.251,2,525,0.0038095238095238095
North America,2020-11-09,B.1.1.258,1,525,0.0019047619047619048
North America,2020-11-09,B.1.1.273,2,525,0.0038095238095238095
North America,2020-11-09,B.1.1.291,6,525,0.011428571428571429
North America,2020-11-09,B.1.1.304,4,525,0.007619047619047619
North America,2020-11-09,B.1.1.31,3,525,0.005714285714285714
North America,2020-11-09,B.1.1.49,1,525,0.0019047619047619048
North America,2020-11-09,B.1.1.67,1,525,0.0019047619047619048
North America,2020-11-09,B.1.1.73,1,525,0.0019047619047619048
North America,2020-11-09,B.1.1.82,1,525,0.0019047619047619048
North America,2020-11-09,B.1.1.85,6,525,0.011428571428571429
North America,2020-11-09,B.1.110,8,525,0.015238095238095238
North America,2020-11-09,B.1.139,8,525,0.015238095238095238
North America,2020-11-09,B.1.177,2,525,0.0038095238095238095
North America,2020-11-09,B.1.178,1,525,0.0019047619047619048
North America,2020-11-09,B.1.189,1,525,0.0019047619047619048
North America,2020-11-09,B.1.195,1,525,0.0019047619047619048
North America,2020-11-09,B.1.2,239,525,0.4552380952380952
North America,2020-11-09,B.1.228,1,525,0.0019047619047619048
North America,2020-11-09,B.1.230,1,525,0.0019047619047619048
North America,2020-11-09,B.1.232,7,525,0.013333333333333334
North America,2020-11-09,B.1.234,16,525,0.030476190476190476
North America,2020-11-09,B.1.240,19,525,0.03619047619047619
North America,2020-11-09,B.1.241,1,525,0.0019047619047619048
North America,2020-11-09,B.1.243,17,525,0.03238095238095238
North America,2020-11-09,B.1.280,5,525,0.009523809523809525
North America,2020-11-09,B.1.293,2,525,0.0038095238095238095
North America,2020-11-09,B.1.297,1,525,0.0019047619047619048
North America,2020-11-09,B.1.298,1,525,0.0019047619047619048
North America,2020-11-09,B.1.3,10,525,0.01904761904761905
North America,2020-11-09,B.1.301,1,525,0.0019047619047619048
North America,2020-11-09,B.1.311,4,525,0.007619047619047619
North America,2020-11-09,B.1.328,5,525,0.009523809523809525
North America,2020-11-09,B.1.346,24,525,0.045714285714285714
North America,2020-11-09,B.1.349,3,525,0.005714285714285714
North America,2020-11-09,B.1.361,10,525,0.01904761904761905
North America,2020-11-09,B.1.363,1,525,0.0019047619047619048
North America,2020-11-09,B.1.369,12,525,0.022857142857142857
North America,2020-11-09,B.1.370,3,525,0.005714285714285714
North America,2020-11-09,B.1.5,7,525,0.013333333333333334
North America,2020-11-09,H.1,1,525,0.0019047619047619048
North America,2020-11-16,B.1,57,711,0.08016877637130802
North America,2020-11-16,B.1.1,34,711,0.04781997187060478
North America,2020-11-16,B.1.1.135,2,711,0.0028129395218002813
North America,2020-11-16,B.1.1.147,2,711,0.0028129395218002813
North America,2020-11-16,B.1.1.165,1,711,0.0014064697609001407
North America,2020-11-16,B.1.1.192,2,711,0.0028129395218002813
North America,2020-11-16,B.1.1.2,8,711,0.011251758087201125
North America,2020-11-16,B.1.1.207,4,711,0.005625879043600563
North America,2020-11-16,B.1.1.222,3,711,0.004219409282700422
North America,2020-11-16,B.1.1.244,3,711,0.004219409282700422
North America,2020-11-16,B.1.1.286,1,711,0.0014064697609001407
North America,2020-11-16,B.1.1.291,15,711,0.02109704641350211
North America,2020-11-16,B.1.1.31,2,711,0.0028129395218002813
North America,2020-11-16,B.1.1.67,1,711,0.0014064697609001407
North America,2020-11-16,B.1.1.73,1,711,0.0014064697609001407
North America,2020-11-16,B.1.1.85,2,711,0.0028129395218002813
North America,2020-11-16,B.1.110,7,711,0.009845288326300985
North America,2020-11-16,B.1.139,4,711,0.005625879043600563
North America,2020-11-16,B.1.199,1,711,0.0014064697609001407
North America,2020-11-16,B.1.2,337,711,0.4739803094233474
North America,2020-11-16,B.1.228,1,711,0.0014064697609001407
North America,2020-11-16,B.1.230,7,711,0.009845288326300985
North America,2020-11-16,B.1.232,24,711,0.03375527426160337
North America,2020-11-16,B.1.234,34,711,0.04781997187060478
North America,2020-11-16,B.1.239,2,711,0.0028129395218002813
North America,2020-11-16,B.1.240,22,711,0.030942334739803096
North America,2020-11-16,B.1.241,6,711,0.008438818565400843
North America,2020-11-16,B.1.243,19,711,0.026722925457102673
North America,2020-11-16,B.1.274,1,711,0.0014064697609001407
North America,2020-11-16,B.1.280,8,711,0.011251758087201125
North America,2020-11-16,B.1.283,1,711,0.0014064697609001407
North America,2020-11-16,B.1.293,1,711,0.0014064697609001407
North America,2020-11-16,B.1.3,4,711,0.005625879043600563
North America,2020-11-16,B.1.302,1,711,0.0014064697609001407
North America,2020-11-16,B.1.306,1,711,0.0014064697609001407
North America,2020-11-16,B.1.311,7,711,0.009845288326300985
North America,2020-11-16,B.1.324,1,711,0.0014064697609001407
North America,2020-11-16,B.1.328,24,711,0.03375527426160337
North America,2020-11-16,B.1.332,5,711,0.007032348804500703
North America,2020-11-16,B.1.337,1,711,0.0014064697609001407
North America,2020-11-16,B.1.346,5,711,0.007032348804500703
North America,2020-11-16,B.1.349,4,711,0.005625879043600563
North America,2020-11-16,B.1.360,1,711,0.0014064697609001407
North America,2020-11-16,B.1.361,12,711,0.016877637130801686
North America,2020-11-16,B.1.369,10,711,0.014064697609001406
North America,2020-11-16,B.1.370,8,711,0.011251758087201125
North America,2020-11-16,B.1.5,13,711,0.01828410689170183
North America,2020-11-16,N.4,1,711,0.0014064697609001407
North America,2020-11-23,B,1,574,0.0017421602787456446
North America,2020-11-23,B.1,60,574,0.10452961672473868
North America,2020-11-23,B.1.1,24,574,0.041811846689895474
North America,2020-11-23,B.1.1.120,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.135,9,574,0.0156794425087108
North America,2020-11-23,B.1.1.139,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.147,11,574,0.01916376306620209
North America,2020-11-23,B.1.1.159,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.205,3,574,0.005226480836236934
North America,2020-11-23,B.1.1.222,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.231,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.244,2,574,0.003484320557491289
North America,2020-11-23,B.1.1.291,11,574,0.01916376306620209
North America,2020-11-23,B.1.1.3,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.304,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.31,4,574,0.006968641114982578
North America,2020-11-23,B.1.1.34,1,574,0.0017421602787456446
North America,2020-11-23,B.1.1.85,2,574,0.003484320557491289
North America,2020-11-23,B.1.110,7,574,0.012195121951219513
North America,2020-11-23,B.1.119,1,574,0.0017421602787456446
North America,2020-11-23,B.1.139,4,574,0.006968641114982578
North America,2020-11-23,B.1.178,1,574,0.0017421602787456446
North America,2020-11-23,B.1.2,188,574,0.32752613240418116
North America,2020-11-23,B.1.216,8,574,0.013937282229965157
North America,2020-11-23,B.1.230,1,574,0.0017421602787456446
North America,2020-11-23,B.1.232,38,574,0.06620209059233449
North America,2020-11-23,B.1.234,31,574,0.05400696864111498
North America,2020-11-23,B.1.239,1,574,0.0017421602787456446
North America,2020-11-23,B.1.240,13,574,0.02264808362369338
North America,2020-11-23,B.1.241,9,574,0.0156794425087108
North America,2020-11-23,B.1.243,29,574,0.050522648083623695
North America,2020-11-23,B.1.283,1,574,0.0017421602787456446
North America,2020-11-23,B.1.285,3,574,0.005226480836236934
North America,2020-11-23,B.1.289,1,574,0.0017421602787456446
North America,2020-11-23,B.1.298,1,574,0.0017421602787456446
North America,2020-11-23,B.1.3,1,574,0.0017421602787456446
North America,2020-11-23,B.1.302,1,574,0.0017421602787456446
North America,2020-11-23,B.1.306,1,574,0.0017421602787456446
North America,2020-11-23,B.1.311,6,574,0.010452961672473868
North America,2020-11-23,B.1.324,1,574,0.0017421602787456446
North America,2020-11-23,B.1.328,2,574,0.003484320557491289
North America,2020-11-23,B.1.332,14,574,0.024390243902439025
North America,2020-11-23,B.1.337,3,574,0.005226480836236934
North America,2020-11-23,B.1.346,9,574,0.0156794425087108
North America,2020-11-23,B.1.348,7,574,0.012195121951219513
North America,2020-11-23,B.1.349,4,574,0.006968641114982578
North America,2020-11-23,B.1.361,8,574,0.013937282229965157
North America,2020-11-23,B.1.369,21,574,0.036585365853658534
North America,2020-11-23,B.1.370,5,574,0.008710801393728223
North America,2020-11-23,B.1.40,3,574,0.005226480836236934
North America,2020-11-23,B.1.5,16,574,0.027874564459930314
North America,2020-11-30,B,1,1067,0.0009372071227741331
North America,2020-11-30,B.1,119,1067,0.11152764761012184
North America,2020-11-30,B.1.1,15,1067,0.014058106841611996
North America,2020-11-30,B.1.1.1,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.115,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.135,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.141,2,1067,0.0018744142455482662
North America,2020-11-30,B.1.1.147,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.161,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.186,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.205,6,1067,0.005623242736644799
North America,2020-11-30,B.1.1.207,5,1067,0.004686035613870665
North America,2020-11-30,B.1.1.222,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.228,14,1067,0.013120899718837863
North America,2020-11-30,B.1.1.244,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.248,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.258,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.286,6,1067,0.005623242736644799
North America,2020-11-30,B.1.1.291,3,1067,0.0028116213683223993
North America,2020-11-30,B.1.1.304,4,1067,0.0037488284910965324
North America,2020-11-30,B.1.1.31,8,1067,0.007497656982193065
North America,2020-11-30,B.1.1.51,2,1067,0.0018744142455482662
North America,2020-11-30,B.1.1.73,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.1.94,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.110,11,1067,0.010309278350515464
North America,2020-11-30,B.1.139,12,1067,0.011246485473289597
North America,2020-11-30,B.1.160,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.160.2,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.177,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.189,4,1067,0.0037488284910965324
North America,2020-11-30,B.1.199,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.2,484,1067,0.4536082474226804
North America,2020-11-30,B.1.216,4,1067,0.0037488284910965324
North America,2020-11-30,B.1.228,19,1067,0.01780693533270853
North America,2020-11-30,B.1.230,3,1067,0.0028116213683223993
North America,2020-11-30,B.1.232,35,1067,0.03280224929709466
North America,2020-11-30,B.1.234,42,1067,0.03936269915651359
North America,2020-11-30,B.1.235,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.238,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.239,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.240,50,1067,0.046860356138706656
North America,2020-11-30,B.1.241,3,1067,0.0028116213683223993
North America,2020-11-30,B.1.243,35,1067,0.03280224929709466
North America,2020-11-30,B.1.265,4,1067,0.0037488284910965324
North America,2020-11-30,B.1.280,8,1067,0.007497656982193065
North America,2020-11-30,B.1.283,2,1067,0.0018744142455482662
North America,2020-11-30,B.1.285,4,1067,0.0037488284910965324
North America,2020-11-30,B.1.298,3,1067,0.0028116213683223993
North America,2020-11-30,B.1.3,4,1067,0.0037488284910965324
North America,2020-11-30,B.1.3.1,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.3.2,3,1067,0.0028116213683223993
North America,2020-11-30,B.1.302,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.311,7,1067,0.006560449859418931
North America,2020-11-30,B.1.324,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.332,6,1067,0.005623242736644799
North America,2020-11-30,B.1.336,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.346,20,1067,0.01874414245548266
North America,2020-11-30,B.1.348,10,1067,0.00937207122774133
North America,2020-11-30,B.1.349,8,1067,0.007497656982193065
North America,2020-11-30,B.1.354,1,1067,0.0009372071227741331
North America,2020-11-30,B.1.36,5,1067,0.004686035613870665
North America,2020-11-30,B.1.361,16,1067,0.01499531396438613
North America,2020-11-30,B.1.369,36,1067,0.033739456419868794
North America,2020-11-30,B.1.370,4,1067,0.0037488284910965324
North America,2020-11-30,B.1.40,2,1067,0.0018744142455482662
North America,2020-11-30,B.1.5,14,1067,0.013120899718837863
North America,2020-12-07,A,1,416,0.002403846153846154
North America,2020-12-07,A.9,1,416,0.002403846153846154
North America,2020-12-07,B.1,38,416,0.09134615384615384
North America,2020-12-07,B.1.1,6,416,0.014423076923076924
North America,2020-12-07,B.1.1.1,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.10,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.130,2,416,0.004807692307692308
North America,2020-12-07,B.1.1.192,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.2,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.207,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.231,2,416,0.004807692307692308
North America,2020-12-07,B.1.1.244,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.251,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.304,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.31,2,416,0.004807692307692308
North America,2020-12-07,B.1.1.67,1,416,0.002403846153846154
North America,2020-12-07,B.1.1.73,4,416,0.009615384615384616
North America,2020-12-07,B.1.1.85,1,416,0.002403846153846154
North America,2020-12-07,B.1.110,2,416,0.004807692307692308
North America,2020-12-07,B.1.139,1,416,0.002403846153846154
North America,2020-12-07,B.1.189,2,416,0.004807692307692308
North America,2020-12-07,B.1.199,2,416,0.004807692307692308
North America,2020-12-07,B.1.2,222,416,0.5336538461538461
North America,2020-12-07,B.1.216,1,416,0.002403846153846154
North America,2020-12-07,B.1.230,1,416,0.002403846153846154
North America,2020-12-07,B.1.232,17,416,0.040865384615384616
North America,2020-12-07,B.1.234,7,416,0.016826923076923076
North America,2020-12-07,B.1.239,3,416,0.007211538461538462
North America,2020-12-07,B.1.240,7,416,0.016826923076923076
North America,2020-12-07,B.1.241,11,416,0.026442307692307692
North America,2020-12-07,B.1.243,8,416,0.019230769230769232
North America,2020-12-07,B.1.258,1,416,0.002403846153846154
North America,2020-12-07,B.1.280,8,416,0.019230769230769232
North America,2020-12-07,B.1.285,1,416,0.002403846153846154
North America,2020-12-07,B.1.306,1,416,0.002403846153846154
North America,2020-12-07,B.1.311,1,416,0.002403846153846154
North America,2020-12-07,B.1.324,1,416,0.002403846153846154
North America,2020-12-07,B.1.328,1,416,0.002403846153846154
North America,2020-12-07,B.1.332,3,416,0.007211538461538462
North America,2020-12-07,B.1.346,17,416,0.040865384615384616
North America,2020-12-07,B.1.349,1,416,0.002403846153846154
North America,2020-12-07,B.1.361,8,416,0.019230769230769232
North America,2020-12-07,B.1.369,8,416,0.019230769230769232
North America,2020-12-07,B.1.370,1,416,0.002403846153846154
North America,2020-12-07,B.1.5,13,416,0.03125
North America,2020-12-07,B.1.568,1,416,0.002403846153846154
North America,2020-12-14,B.1,85,544,0.15625
North America,2020-12-14,B.1.1,10,544,0.01838235294117647
North America,2020-12-14,B.1.1.135,1,544,0.001838235294117647
North America,2020-12-14,B.1.1.192,1,544,0.001838235294117647
North America,2020-12-14,B.1.1.222,4,544,0.007352941176470588
North America,2020-12-14,B.1.1.239,1,544,0.001838235294117647
North America,2020-12-14,B.1.1.291,2,544,0.003676470588235294
North America,2020-12-14,B.1.1.3,1,544,0.001838235294117647
North America,2020-12-14,B.1.1.304,1,544,0.001838235294117647
North America,2020-12-14,B.1.1.7,4,544,0.007352941176470588
North America,2020-12-14,B.1.1.71,1,544,0.001838235294117647
North America,2020-12-14,B.1.1.73,1,544,0.001838235294117647
North America,2020-12-14,B.1.1.85,2,544,0.003676470588235294
North America,2020-12-14,B.1.110,1,544,0.001838235294117647
North America,2020-12-14,B.1.117,1,544,0.001838235294117647
North America,2020-12-14,B.1.139,1,544,0.001838235294117647
North America,2020-12-14,B.1.160,1,544,0.001838235294117647
North America,2020-12-14,B.1.177,1,544,0.001838235294117647
North America,2020-12-14,B.1.189,5,544,0.009191176470588236
North America,2020-12-14,B.1.199,7,544,0.012867647058823529
North America,2020-12-14,B.1.2,247,544,0.4540441176470588
North America,2020-12-14,B.1.228,3,544,0.0055147058823529415
North America,2020-12-14,B.1.232,5,544,0.009191176470588236
North America,2020-12-14,B.1.234,20,544,0.03676470588235294
North America,2020-12-14,B.1.240,3,544,0.0055147058823529415
North America,2020-12-14,B.1.241,7,544,0.012867647058823529
North America,2020-12-14,B.1.243,8,544,0.014705882352941176
North America,2020-12-14,B.1.258,15,544,0.027573529411764705
North America,2020-12-14,B.1.262,1,544,0.001838235294117647
North America,2020-12-14,B.1.280,3,544,0.0055147058823529415
North America,2020-12-14,B.1.288,1,544,0.001838235294117647
North America,2020-12-14,B.1.311,8,544,0.014705882352941176
North America,2020-12-14,B.1.315,1,544,0.001838235294117647
North America,2020-12-14,B.1.324,4,544,0.007352941176470588
North America,2020-12-14,B.1.332,4,544,0.007352941176470588
North America,2020-12-14,B.1.346,37,544,0.06801470588235294
North America,2020-12-14,B.1.349,6,544,0.011029411764705883
North America,2020-12-14,B.1.350,2,544,0.003676470588235294
North America,2020-12-14,B.1.358,1,544,0.001838235294117647
North America,2020-12-14,B.1.36,1,544,0.001838235294117647
North America,2020-12-14,B.1.361,9,544,0.016544117647058824
North America,2020-12-14,B.1.369,2,544,0.003676470588235294
North America,2020-12-14,B.1.370,8,544,0.014705882352941176
North America,2020-12-14,B.1.5,7,544,0.012867647058823529
North America,2020-12-14,B.1.509,1,544,0.001838235294117647
North America,2020-12-14,B.1.582,7,544,0.012867647058823529
North America,2020-12-14,B.1.596,2,544,0.003676470588235294
North America,2020-12-21,B.1,151,1391,0.10855499640546369
North America,2020-12-21,B.1.1,24,1391,0.017253774263120056
North America,2020-12-21,B.1.1.1,4,1391,0.002875629043853343
North America,2020-12-21,B.1.1.10,2,1391,0.0014378145219266715
North America,2020-12-21,B.1.1.125,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.130,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.15,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.152,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.186,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.192,4,1391,0.002875629043853343
North America,2020-12-21,B.1.1.196,2,1391,0.0014378145219266715
North America,2020-12-21,B.1.1.207,8,1391,0.005751258087706686
North America,2020-12-21,B.1.1.228,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.231,3,1391,0.002156721782890007
North America,2020-12-21,B.1.1.243,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.244,2,1391,0.0014378145219266715
North America,2020-12-21,B.1.1.251,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.282,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.291,10,1391,0.007189072609633357
North America,2020-12-21,B.1.1.3,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.304,17,1391,0.012221423436376708
North America,2020-12-21,B.1.1.306,2,1391,0.0014378145219266715
North America,2020-12-21,B.1.1.316,3,1391,0.002156721782890007
North America,2020-12-21,B.1.1.44,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.51,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.61,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.64,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.1.7,22,1391,0.015815959741193385
North America,2020-12-21,B.1.1.85,5,1391,0.0035945363048166786
North America,2020-12-21,B.1.110,4,1391,0.002875629043853343
North America,2020-12-21,B.1.118,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.119,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.139,10,1391,0.007189072609633357
North America,2020-12-21,B.1.160.2,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.177,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.189,10,1391,0.007189072609633357
North America,2020-12-21,B.1.2,717,1391,0.5154565061107117
North America,2020-12-21,B.1.216,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.228,3,1391,0.002156721782890007
North America,2020-12-21,B.1.230,2,1391,0.0014378145219266715
North America,2020-12-21,B.1.232,4,1391,0.002875629043853343
North America,2020-12-21,B.1.234,59,1391,0.04241552839683681
North America,2020-12-21,B.1.238,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.239,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.240,13,1391,0.009345794392523364
North America,2020-12-21,B.1.241,14,1391,0.010064701653486701
North America,2020-12-21,B.1.243,59,1391,0.04241552839683681
North America,2020-12-21,B.1.247,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.266,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.275,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.285,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.292,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.298,2,1391,0.0014378145219266715
North America,2020-12-21,B.1.3,6,1391,0.004313443565780014
North America,2020-12-21,B.1.302,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.311,15,1391,0.010783608914450037
North America,2020-12-21,B.1.324,8,1391,0.005751258087706686
North America,2020-12-21,B.1.332,30,1391,0.021567217828900073
North America,2020-12-21,B.1.337,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.340,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.346,46,1391,0.03306973400431344
North America,2020-12-21,B.1.349,12,1391,0.008626887131560028
North America,2020-12-21,B.1.354,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.36.17,2,1391,0.0014378145219266715
North America,2020-12-21,B.1.361,21,1391,0.01509705248023005
North America,2020-12-21,B.1.369,13,1391,0.009345794392523364
North America,2020-12-21,B.1.370,9,1391,0.006470165348670022
North America,2020-12-21,B.1.40,1,1391,0.0007189072609633358
