region,collection_week,group,counts,location_counts,percent
North America,2020-12-21,B.1.5,35,1391,0.02516175413371675
North America,2020-12-21,B.1.509,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.595,1,1391,0.0007189072609633358
North America,2020-12-21,B.1.596,4,1391,0.002875629043853343
North America,2020-12-21,B.1.98,1,1391,0.0007189072609633358
North America,2020-12-28,B,4,1778,0.0022497187851518562
North America,2020-12-28,B.1,161,1778,0.09055118110236221
North America,2020-12-28,B.1.1,23,1778,0.012935883014623173
North America,2020-12-28,B.1.1.105,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.135,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.1.15,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.152,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.186,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.1.190,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.192,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.207,4,1778,0.0022497187851518562
North America,2020-12-28,B.1.1.228,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.231,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.244,5,1778,0.00281214848143982
North America,2020-12-28,B.1.1.248,4,1778,0.0022497187851518562
North America,2020-12-28,B.1.1.265,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.284,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.1.291,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.1.294,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.3,5,1778,0.00281214848143982
North America,2020-12-28,B.1.1.304,12,1778,0.006749156355455568
North America,2020-12-28,B.1.1.305,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.4,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.51,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.61,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.64,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.67,3,1778,0.001687289088863892
North America,2020-12-28,B.1.1.7,83,1778,0.046681664791901015
North America,2020-12-28,B.1.1.73,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.1.80,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.1.85,5,1778,0.00281214848143982
North America,2020-12-28,B.1.110,10,1778,0.00562429696287964
North America,2020-12-28,B.1.139,18,1778,0.010123734533183352
North America,2020-12-28,B.1.160,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.177,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.178,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.189,7,1778,0.003937007874015748
North America,2020-12-28,B.1.2,929,1778,0.5224971878515186
North America,2020-12-28,B.1.216,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.221,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.228,4,1778,0.0022497187851518562
North America,2020-12-28,B.1.230,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.232,7,1778,0.003937007874015748
North America,2020-12-28,B.1.234,61,1778,0.0343082114735658
North America,2020-12-28,B.1.240,22,1778,0.012373453318335208
North America,2020-12-28,B.1.241,10,1778,0.00562429696287964
North America,2020-12-28,B.1.243,57,1778,0.032058492688413945
North America,2020-12-28,B.1.247,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.258,7,1778,0.003937007874015748
North America,2020-12-28,B.1.258.10,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.280,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.283,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.298,4,1778,0.0022497187851518562
North America,2020-12-28,B.1.3,7,1778,0.003937007874015748
North America,2020-12-28,B.1.304,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.306,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.311,18,1778,0.010123734533183352
North America,2020-12-28,B.1.314,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.315,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.322,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.324,8,1778,0.0044994375703037125
North America,2020-12-28,B.1.328,4,1778,0.0022497187851518562
North America,2020-12-28,B.1.332,19,1778,0.010686164229471317
North America,2020-12-28,B.1.334,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.340,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.346,113,1778,0.06355455568053993
North America,2020-12-28,B.1.349,11,1778,0.006186726659167604
North America,2020-12-28,B.1.350,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.354,2,1778,0.0011248593925759281
North America,2020-12-28,B.1.358,4,1778,0.0022497187851518562
North America,2020-12-28,B.1.36,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.36.10,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.361,19,1778,0.010686164229471317
North America,2020-12-28,B.1.363,3,1778,0.001687289088863892
North America,2020-12-28,B.1.369,36,1778,0.020247469066366704
North America,2020-12-28,B.1.370,6,1778,0.003374578177727784
North America,2020-12-28,B.1.433,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.5,21,1778,0.011811023622047244
North America,2020-12-28,B.1.526.1,1,1778,0.0005624296962879641
North America,2020-12-28,B.1.596,3,1778,0.001687289088863892
North America,2020-12-28,D.2,1,1778,0.0005624296962879641
North America,2020-12-28,H.1,1,1778,0.0005624296962879641
North America,2020-12-28,P.2,1,1778,0.0005624296962879641
North America,2021-01-04,B.1,406,2846,0.1426563598032326
North America,2021-01-04,B.1.1,48,2846,0.016865776528460996
North America,2021-01-04,B.1.1.1,3,2846,0.0010541110330288123
North America,2021-01-04,B.1.1.10,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.1.125,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.130,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.1.135,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.14,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.143,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.15,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.165,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.186,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.190,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.192,7,2846,0.002459592410400562
North America,2021-01-04,B.1.1.207,4,2846,0.0014054813773717498
North America,2021-01-04,B.1.1.220,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.1.228,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.1.231,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.239,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.244,3,2846,0.0010541110330288123
North America,2021-01-04,B.1.1.248,19,2846,0.0066760365425158116
North America,2021-01-04,B.1.1.273,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.277,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.291,19,2846,0.0066760365425158116
North America,2021-01-04,B.1.1.3,25,2846,0.008784258608573436
North America,2021-01-04,B.1.1.304,12,2846,0.004216444132115249
North America,2021-01-04,B.1.1.31,6,2846,0.0021082220660576245
North America,2021-01-04,B.1.1.33,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.4,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.5,4,2846,0.0014054813773717498
North America,2021-01-04,B.1.1.51,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.61,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.64,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.1.67,19,2846,0.0066760365425158116
North America,2021-01-04,B.1.1.7,103,2846,0.03619114546732256
North America,2021-01-04,B.1.1.73,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.1.80,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.1.85,27,2846,0.009486999297259312
North America,2021-01-04,B.1.110,20,2846,0.007027406886858749
North America,2021-01-04,B.1.117,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.118,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.126,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.139,13,2846,0.004567814476458187
North America,2021-01-04,B.1.154,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.165,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.177,5,2846,0.0017568517217146872
North America,2021-01-04,B.1.178,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.184,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.189,11,2846,0.003865073787772312
North America,2021-01-04,B.1.2,1318,2846,0.4631061138439916
North America,2021-01-04,B.1.216,3,2846,0.0010541110330288123
North America,2021-01-04,B.1.221,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.228,9,2846,0.003162333099086437
North America,2021-01-04,B.1.230,13,2846,0.004567814476458187
North America,2021-01-04,B.1.232,7,2846,0.002459592410400562
North America,2021-01-04,B.1.234,87,2846,0.03056921995783556
North America,2021-01-04,B.1.239,5,2846,0.0017568517217146872
North America,2021-01-04,B.1.240,35,2846,0.012297962052002811
North America,2021-01-04,B.1.241,12,2846,0.004216444132115249
North America,2021-01-04,B.1.243,76,2846,0.026704146170063246
North America,2021-01-04,B.1.258,7,2846,0.002459592410400562
North America,2021-01-04,B.1.260,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.262,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.263,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.268,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.274,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.280,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.285,5,2846,0.0017568517217146872
North America,2021-01-04,B.1.288,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.292,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.298,4,2846,0.0014054813773717498
North America,2021-01-04,B.1.299,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.3,6,2846,0.0021082220660576245
North America,2021-01-04,B.1.301,6,2846,0.0021082220660576245
North America,2021-01-04,B.1.302,4,2846,0.0014054813773717498
North America,2021-01-04,B.1.303,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.304,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.306,5,2846,0.0017568517217146872
North America,2021-01-04,B.1.308,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.311,34,2846,0.011946591707659873
North America,2021-01-04,B.1.314,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.315,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.322,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.324,24,2846,0.008432888264230498
North America,2021-01-04,B.1.328,5,2846,0.0017568517217146872
North America,2021-01-04,B.1.332,96,2846,0.03373155305692199
North America,2021-01-04,B.1.334,3,2846,0.0010541110330288123
North America,2021-01-04,B.1.346,89,2846,0.031271960646521435
North America,2021-01-04,B.1.349,14,2846,0.004919184820801124
North America,2021-01-04,B.1.35,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.354,9,2846,0.003162333099086437
North America,2021-01-04,B.1.358,3,2846,0.0010541110330288123
North America,2021-01-04,B.1.36,8,2846,0.0028109627547434997
North America,2021-01-04,B.1.36.10,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.36.13,2,2846,0.0007027406886858749
North America,2021-01-04,B.1.36.16,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.361,18,2846,0.006324666198172874
North America,2021-01-04,B.1.369,44,2846,0.015460295151089248
North America,2021-01-04,B.1.370,20,2846,0.007027406886858749
North America,2021-01-04,B.1.40,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.429,1,2846,0.00035137034434293746
North America,2021-01-04,B.1.5,55,2846,0.01932536893886156
North America,2021-01-04,B.1.94,1,2846,0.00035137034434293746
North America,2021-01-04,B.4,1,2846,0.00035137034434293746
North America,2021-01-04,H.1,1,2846,0.00035137034434293746
North America,2021-01-11,A,1,2129,0.0004697040864255519
North America,2021-01-11,A.2,2,2129,0.0009394081728511038
North America,2021-01-11,B.1,320,2129,0.1503053076561766
North America,2021-01-11,B.1.1,41,2129,0.01925786754344763
North America,2021-01-11,B.1.1.1,5,2129,0.0023485204321277596
North America,2021-01-11,B.1.1.104,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.107,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.125,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.130,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.1.135,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.1.14,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.143,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.189,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.190,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.207,7,2129,0.0032879286049788633
North America,2021-01-11,B.1.1.220,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.222,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.1.228,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.231,5,2129,0.0023485204321277596
North America,2021-01-11,B.1.1.243,3,2129,0.0014091122592766556
North America,2021-01-11,B.1.1.244,6,2129,0.0028182245185533112
North America,2021-01-11,B.1.1.248,9,2129,0.004227336777829967
North America,2021-01-11,B.1.1.273,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.277,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.286,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.288,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.291,17,2129,0.007984969469234382
North America,2021-01-11,B.1.1.3,34,2129,0.015969938938468764
North America,2021-01-11,B.1.1.304,8,2129,0.0037576326914044154
North America,2021-01-11,B.1.1.31,6,2129,0.0028182245185533112
North America,2021-01-11,B.1.1.33,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.44,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.1.5,3,2129,0.0014091122592766556
North America,2021-01-11,B.1.1.50,3,2129,0.0014091122592766556
North America,2021-01-11,B.1.1.51,4,2129,0.0018788163457022077
North America,2021-01-11,B.1.1.52,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.64,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.1.67,4,2129,0.0018788163457022077
North America,2021-01-11,B.1.1.7,146,2129,0.06857679661813058
North America,2021-01-11,B.1.1.73,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.80,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.1.85,25,2129,0.011742602160638797
North America,2021-01-11,B.1.110,3,2129,0.0014091122592766556
North America,2021-01-11,B.1.118,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.139,6,2129,0.0028182245185533112
North America,2021-01-11,B.1.154,3,2129,0.0014091122592766556
North America,2021-01-11,B.1.160,4,2129,0.0018788163457022077
North America,2021-01-11,B.1.177,6,2129,0.0028182245185533112
North America,2021-01-11,B.1.177.18,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.178,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.189,5,2129,0.0023485204321277596
North America,2021-01-11,B.1.2,947,2129,0.44480976984499765
North America,2021-01-11,B.1.216,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.228,17,2129,0.007984969469234382
North America,2021-01-11,B.1.230,3,2129,0.0014091122592766556
North America,2021-01-11,B.1.232,8,2129,0.0037576326914044154
North America,2021-01-11,B.1.234,55,2129,0.025833724753405354
North America,2021-01-11,B.1.239,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.240,11,2129,0.005166744950681071
North America,2021-01-11,B.1.241,14,2129,0.006575857209957727
North America,2021-01-11,B.1.243,66,2129,0.031000469704086424
North America,2021-01-11,B.1.258,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.263,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.275,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.280,5,2129,0.0023485204321277596
North America,2021-01-11,B.1.283,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.298,6,2129,0.0028182245185533112
North America,2021-01-11,B.1.3,3,2129,0.0014091122592766556
North America,2021-01-11,B.1.3.1,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.301,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.302,4,2129,0.0018788163457022077
North America,2021-01-11,B.1.304,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.311,18,2129,0.008454673555659934
North America,2021-01-11,B.1.314,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.324,8,2129,0.0037576326914044154
North America,2021-01-11,B.1.328,4,2129,0.0018788163457022077
North America,2021-01-11,B.1.330,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.332,71,2129,0.03334899013621419
North America,2021-01-11,B.1.334,4,2129,0.0018788163457022077
North America,2021-01-11,B.1.337,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.346,68,2129,0.03193987787693753
North America,2021-01-11,B.1.348,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.349,5,2129,0.0023485204321277596
North America,2021-01-11,B.1.35,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.354,7,2129,0.0032879286049788633
North America,2021-01-11,B.1.356,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.358,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.36,4,2129,0.0018788163457022077
North America,2021-01-11,B.1.360,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.361,19,2129,0.008924377642085486
North America,2021-01-11,B.1.365,1,2129,0.0004697040864255519
North America,2021-01-11,B.1.369,11,2129,0.005166744950681071
North America,2021-01-11,B.1.370,6,2129,0.0028182245185533112
North America,2021-01-11,B.1.40,2,2129,0.0009394081728511038
North America,2021-01-11,B.1.5,29,2129,0.013621418506341005
North America,2021-01-11,B.1.78,1,2129,0.0004697040864255519
North America,2021-01-11,C.12,1,2129,0.0004697040864255519
North America,2021-01-18,A,1,2200,0.00045454545454545455
North America,2021-01-18,A.2,4,2200,0.0018181818181818182
North America,2021-01-18,B.1,261,2200,0.11863636363636364
North America,2021-01-18,B.1.1,30,2200,0.013636363636363636
North America,2021-01-18,B.1.1.1,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.101,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.1.130,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.165,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.177,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.186,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.192,3,2200,0.0013636363636363637
North America,2021-01-18,B.1.1.207,11,2200,0.005
North America,2021-01-18,B.1.1.216,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.1.228,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.231,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.244,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.248,9,2200,0.004090909090909091
North America,2021-01-18,B.1.1.257,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.273,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.1.291,7,2200,0.003181818181818182
North America,2021-01-18,B.1.1.3,40,2200,0.01818181818181818
North America,2021-01-18,B.1.1.304,24,2200,0.01090909090909091
North America,2021-01-18,B.1.1.31,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.38,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.1.44,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.1.51,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.1.64,3,2200,0.0013636363636363637
North America,2021-01-18,B.1.1.67,10,2200,0.004545454545454545
North America,2021-01-18,B.1.1.7,146,2200,0.06636363636363636
North America,2021-01-18,B.1.1.85,11,2200,0.005
North America,2021-01-18,B.1.104,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.108,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.110,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.117,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.119,3,2200,0.0013636363636363637
North America,2021-01-18,B.1.139,6,2200,0.0027272727272727275
North America,2021-01-18,B.1.160,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.165,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.177,3,2200,0.0013636363636363637
North America,2021-01-18,B.1.178,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.189,9,2200,0.004090909090909091
North America,2021-01-18,B.1.2,1099,2200,0.49954545454545457
North America,2021-01-18,B.1.216,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.228,7,2200,0.003181818181818182
North America,2021-01-18,B.1.230,3,2200,0.0013636363636363637
North America,2021-01-18,B.1.232,5,2200,0.0022727272727272726
North America,2021-01-18,B.1.234,74,2200,0.03363636363636364
North America,2021-01-18,B.1.239,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.240,14,2200,0.006363636363636364
North America,2021-01-18,B.1.241,13,2200,0.005909090909090909
North America,2021-01-18,B.1.243,77,2200,0.035
North America,2021-01-18,B.1.258,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.263,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.280,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.283,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.292,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.298,4,2200,0.0018181818181818182
North America,2021-01-18,B.1.3,4,2200,0.0018181818181818182
North America,2021-01-18,B.1.301,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.302,7,2200,0.003181818181818182
North America,2021-01-18,B.1.305,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.306,3,2200,0.0013636363636363637
North America,2021-01-18,B.1.311,25,2200,0.011363636363636364
North America,2021-01-18,B.1.324,11,2200,0.005
North America,2021-01-18,B.1.328,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.330,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.332,49,2200,0.022272727272727274
North America,2021-01-18,B.1.334,4,2200,0.0018181818181818182
North America,2021-01-18,B.1.336,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.340,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.346,37,2200,0.01681818181818182
North America,2021-01-18,B.1.349,27,2200,0.012272727272727272
North America,2021-01-18,B.1.354,11,2200,0.005
North America,2021-01-18,B.1.358,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.36.10,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.36.6,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.360,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.361,32,2200,0.014545454545454545
North America,2021-01-18,B.1.363,2,2200,0.0009090909090909091
North America,2021-01-18,B.1.365,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.369,9,2200,0.004090909090909091
North America,2021-01-18,B.1.370,11,2200,0.005
North America,2021-01-18,B.1.40,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.5,35,2200,0.015909090909090907
North America,2021-01-18,B.1.74,1,2200,0.00045454545454545455
North America,2021-01-18,B.1.78,1,2200,0.00045454545454545455
North America,2021-01-25,A,2,3133,0.0006383657835939994
North America,2021-01-25,A.2,6,3133,0.001915097350781998
North America,2021-01-25,B.1,431,3133,0.13756782636450687
North America,2021-01-25,B.1.1,38,3133,0.012128949888285988
North America,2021-01-25,B.1.1.1,7,3133,0.0022342802425789976
North America,2021-01-25,B.1.1.10,4,3133,0.0012767315671879987
North America,2021-01-25,B.1.1.101,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.105,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.123,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.130,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.143,5,3133,0.0015959144589849984
North America,2021-01-25,B.1.1.152,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.190,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.192,5,3133,0.0015959144589849984
North America,2021-01-25,B.1.1.2,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.207,17,3133,0.005426109160548994
North America,2021-01-25,B.1.1.220,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.222,5,3133,0.0015959144589849984
North America,2021-01-25,B.1.1.228,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.231,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.243,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.244,6,3133,0.001915097350781998
North America,2021-01-25,B.1.1.245,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.248,8,3133,0.0025534631343759975
North America,2021-01-25,B.1.1.251,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.257,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.286,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.288,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.291,24,3133,0.007660389403127992
North America,2021-01-25,B.1.1.3,89,3133,0.02840727736993297
North America,2021-01-25,B.1.1.304,25,3133,0.007979572294924991
North America,2021-01-25,B.1.1.31,3,3133,0.000957548675390999
North America,2021-01-25,B.1.1.316,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.4,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.43,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.434,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.44,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.50,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.51,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.519,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.52,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.57,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.64,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.1.67,11,3133,0.0035110118097669966
North America,2021-01-25,B.1.1.7,204,3133,0.06511330992658794
North America,2021-01-25,B.1.1.73,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.80,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.1.85,16,3133,0.005106926268751995
North America,2021-01-25,B.1.104,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.105,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.110,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.110.3,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.117,5,3133,0.0015959144589849984
North America,2021-01-25,B.1.119,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.139,11,3133,0.0035110118097669966
North America,2021-01-25,B.1.160.4,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.165,3,3133,0.000957548675390999
North America,2021-01-25,B.1.177,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.178,4,3133,0.0012767315671879987
North America,2021-01-25,B.1.189,12,3133,0.003830194701563996
North America,2021-01-25,B.1.196,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.2,1425,3133,0.45483562081072454
North America,2021-01-25,B.1.216,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.228,7,3133,0.0022342802425789976
North America,2021-01-25,B.1.232,11,3133,0.0035110118097669966
North America,2021-01-25,B.1.234,93,3133,0.02968400893712097
North America,2021-01-25,B.1.235,1,3133,0.0003191828917969997
North America,2021-01-25,B.1.239,2,3133,0.0006383657835939994
North America,2021-01-25,B.1.240,17,3133,0.005426109160548994
