lineage,sum_counts,Africa count,Asia count,Europe count,North America count,Oceania count,South America count,Africa freq,Asia freq,Europe freq,North America freq,Oceania freq,South America freq
B.1.110,112,0,0,0,43,3,66,0.0,0.0,0.0,0.08973476074208561,0.023651844843897825,18.0327868852459
B.1.366,109,0,0,0,109,0,0,0.0,0.0,0.0,0.2274671842066821,0.0,0.0
B.1.124,105,0,0,0,105,0,0,0.0,0.0,0.0,0.21911976460276716,0.0,0.0
B.1.162,104,0,0,0,104,0,0,0.0,0.0,0.0,0.21703290970178846,0.0,0.0
B.1.1.207,104,0,0,0,104,0,0,0.0,0.0,0.0,0.21703290970178846,0.0,0.0
B.1.199,103,0,0,0,102,0,1,0.0,0.0,0.0,0.212859199899831,0.0,0.273224043715847
B.1.346,99,0,0,0,99,0,0,0.0,0.0,0.0,0.20659863519689475,0.0,0.0
B.1.1.174,98,1,0,0,97,0,0,0.11135857461024498,0.0,0.0,0.20242492539493728,0.0,0.0
B.1.338,97,0,0,0,1,96,0,0.0,0.0,0.0,0.002086854900978735,0.7568590350047304,0.0
B.1.399,96,0,0,0,96,0,0,0.0,0.0,0.0,0.20033807049395855,0.0,0.0
B.11,92,0,0,89,3,0,0,0.0,0.0,1.7437304075235112,0.006260564702936205,0.0,0.0
B.1.433,92,0,0,0,92,0,0,0.0,0.0,0.0,0.1919906508900436,0.0,0.0
B.1.612,90,0,0,0,90,0,0,0.0,0.0,0.0,0.18781694108808616,0.0,0.0
B.1.1.228,90,0,0,0,90,0,0,0.0,0.0,0.0,0.18781694108808616,0.0,0.0
B.1.23,89,0,0,0,0,89,0,0.0,0.0,0.0,0.0,0.7016713970356354,0.0
B.1.568,89,0,0,0,89,0,0,0.0,0.0,0.0,0.18573008618710743,0.0,0.0
C.35,88,0,0,87,1,0,0,0.0,0.0,1.7045454545454544,0.002086854900978735,0.0,0.0
B.3,87,0,9,42,23,13,0,0.0,0.4326923076923077,0.8228840125391849,0.0479976627225109,0.10249132765689058,0.0
B.1.206,86,0,0,0,86,0,0,0.0,0.0,0.0,0.17946952148417122,0.0,0.0
B.1.177.23,86,0,0,86,0,0,0,0.0,0.0,1.6849529780564265,0.0,0.0,0.0
B.1.1.135,83,0,0,0,83,0,0,0.0,0.0,0.0,0.17320895678123502,0.0,0.0
B.1.409,83,0,0,0,83,0,0,0.0,0.0,0.0,0.17320895678123502,0.0,0.0
B.1.268,82,0,0,0,82,0,0,0.0,0.0,0.0,0.17112210188025626,0.0,0.0
B.1.1.180,80,0,0,0,80,0,0,0.0,0.0,0.0,0.16694839207829879,0.0,0.0
B.55,79,0,0,76,3,0,0,0.0,0.0,1.489028213166144,0.006260564702936205,0.0,0.0
P.2,79,0,0,0,79,0,0,0.0,0.0,0.0,0.16486153717732005,0.0,0.0
B.1.190,78,0,0,78,0,0,0,0.0,0.0,1.5282131661442007,0.0,0.0,0.0
B.1.265,77,0,0,0,77,0,0,0.0,0.0,0.0,0.16068782737536258,0.0,0.0
B.1.361,77,1,0,0,76,0,0,0.11135857461024498,0.0,0.0,0.15860097247438384,0.0,0.0
B.1.1.231,76,0,0,0,75,0,1,0.0,0.0,0.0,0.1565141175734051,0.0,0.273224043715847
B.4.5,75,0,0,0,0,75,0,0.0,0.0,0.0,0.0,0.5912961210974457,0.0
B.1.576,75,0,0,0,74,1,0,0.0,0.0,0.0,0.15442726267242637,0.007883948281299274,0.0
A.2,73,0,8,49,10,3,3,0.0,0.38461538461538464,0.9600313479623824,0.020868549009787348,0.023651844843897825,0.819672131147541
B.1.356,73,3,0,52,18,0,0,0.33407572383073497,0.0,1.018808777429467,0.037563388217617226,0.0,0.0
B.1.370,69,0,0,0,69,0,0,0.0,0.0,0.0,0.1439929881675327,0.0,0.0
B.1.1.192,68,0,0,0,68,0,0,0.0,0.0,0.0,0.14190613326655396,0.0,0.0
B.1.413,68,0,0,0,68,0,0,0.0,0.0,0.0,0.14190613326655396,0.0,0.0
B.1.1.376,67,0,0,0,67,0,0,0.0,0.0,0.0,0.13981927836557523,0.0,0.0
B.1.1.304,67,0,0,0,67,0,0,0.0,0.0,0.0,0.13981927836557523,0.0,0.0
B.1.324,67,0,0,0,67,0,0,0.0,0.0,0.0,0.13981927836557523,0.0,0.0
B.1.314,67,0,0,0,65,2,0,0.0,0.0,0.0,0.13564556856361779,0.015767896562598548,0.0
B.1.301,67,0,0,0,67,0,0,0.0,0.0,0.0,0.13981927836557523,0.0,0.0
B.1.404,66,0,0,0,66,0,0,0.0,0.0,0.0,0.13773242346459652,0.0,0.0
B.1.1.1,66,8,1,29,6,21,1,0.8908685968819599,0.04807692307692308,0.5681818181818182,0.01252112940587241,0.16556291390728478,0.273224043715847
B.1.36,65,5,39,3,4,14,0,0.5567928730512249,1.875,0.05877742946708464,0.00834741960391494,0.11037527593818984,0.0
B.1.588,63,0,0,0,63,0,0,0.0,0.0,0.0,0.13147185876166032,0.0,0.0
B.1.37,63,0,0,0,63,0,0,0.0,0.0,0.0,0.13147185876166032,0.0,0.0
B.1.1.432,62,0,0,0,62,0,0,0.0,0.0,0.0,0.12938500386068158,0.0,0.0
B.1.1.225,62,0,0,0,62,0,0,0.0,0.0,0.0,0.12938500386068158,0.0,0.0
B.4,61,0,28,3,12,18,0,0.0,1.3461538461538463,0.05877742946708464,0.02504225881174482,0.14191106906338694,0.0
B.1.367,61,0,0,61,0,0,0,0.0,0.0,1.1951410658307209,0.0,0.0,0.0
B.1.108,61,0,0,0,61,0,0,0.0,0.0,0.0,0.12729814895970284,0.0,0.0
B.1.1.453,60,0,0,0,60,0,0,0.0,0.0,0.0,0.1252112940587241,0.0,0.0
B.1.113,60,0,60,0,0,0,0,0.0,2.8846153846153846,0.0,0.0,0.0,0.0
B.1.1.486,59,0,0,0,59,0,0,0.0,0.0,0.0,0.12312443915774536,0.0,0.0
B.1.319,58,0,0,0,37,21,0,0.0,0.0,0.0,0.07721363133621319,0.16556291390728478,0.0
B.1.390,58,0,0,0,58,0,0,0.0,0.0,0.0,0.12103758425676664,0.0,0.0
B.1.264,58,0,0,0,57,1,0,0.0,0.0,0.0,0.1189507293557879,0.007883948281299274,0.0
B.1.336,57,0,0,0,57,0,0,0.0,0.0,0.0,0.1189507293557879,0.0,0.0
B.1.451,57,0,0,0,57,0,0,0.0,0.0,0.0,0.1189507293557879,0.0,0.0
B.1.439,56,0,0,0,56,0,0,0.0,0.0,0.0,0.11686387445480917,0.0,0.0
B.1.554,55,0,0,0,55,0,0,0.0,0.0,0.0,0.11477701955383043,0.0,0.0
B.1.298,55,0,0,0,55,0,0,0.0,0.0,0.0,0.11477701955383043,0.0,0.0
B.1.435,54,0,0,0,54,0,0,0.0,0.0,0.0,0.1126901646528517,0.0,0.0
B.1.551,54,0,0,0,54,0,0,0.0,0.0,0.0,0.1126901646528517,0.0,0.0
B.1.403,53,0,0,0,53,0,0,0.0,0.0,0.0,0.11060330975187296,0.0,0.0
B.1.1.61,51,0,0,0,51,0,0,0.0,0.0,0.0,0.1064295999499155,0.0,0.0
B.1.210,50,0,47,0,0,3,0,0.0,2.2596153846153846,0.0,0.0,0.023651844843897825,0.0
B.1.416.1,50,0,0,50,0,0,0,0.0,0.0,0.9796238244514107,0.0,0.0,0.0
B.1.377,49,0,0,0,49,0,0,0.0,0.0,0.0,0.102255890147958,0.0,0.0
B.1.1.33,49,0,0,2,23,3,21,0.0,0.0,0.03918495297805642,0.0479976627225109,0.023651844843897825,5.737704918032787
B.1.448,48,0,0,0,48,0,0,0.0,0.0,0.0,0.10016903524697927,0.0,0.0
B.1.258,48,0,2,41,5,0,0,0.0,0.09615384615384616,0.8032915360501568,0.010434274504893674,0.0,0.0
B.1.595.1,48,0,0,0,48,0,0,0.0,0.0,0.0,0.10016903524697927,0.0,0.0
B.1.126,48,0,0,0,48,0,0,0.0,0.0,0.0,0.10016903524697927,0.0,0.0
B.1.521,48,0,0,0,48,0,0,0.0,0.0,0.0,0.10016903524697927,0.0,0.0
B.1.96,48,0,0,48,0,0,0,0.0,0.0,0.9404388714733543,0.0,0.0,0.0
B.1.239,48,0,0,0,48,0,0,0.0,0.0,0.0,0.10016903524697927,0.0,0.0
B.1.515,47,0,0,0,47,0,0,0.0,0.0,0.0,0.09808218034600054,0.0,0.0
A.5,47,0,3,30,9,3,2,0.0,0.14423076923076925,0.5877742946708464,0.018781694108808613,0.023651844843897825,0.546448087431694
B.1.492,46,0,0,0,46,0,0,0.0,0.0,0.0,0.0959953254450218,0.0,0.0
B.1.3,45,0,0,0,45,0,0,0.0,0.0,0.0,0.09390847054404308,0.0,0.0
B.1.280,44,0,0,0,44,0,0,0.0,0.0,0.0,0.09182161564306435,0.0,0.0
B.1.166,44,0,0,0,44,0,0,0.0,0.0,0.0,0.09182161564306435,0.0,0.0
B.1.14,44,0,0,0,44,0,0,0.0,0.0,0.0,0.09182161564306435,0.0,0.0
B.1.385,42,0,0,0,42,0,0,0.0,0.0,0.0,0.08764790584110688,0.0,0.0
B.1.1.71,42,0,0,30,4,8,0,0.0,0.0,0.5877742946708464,0.00834741960391494,0.06307158625039419,0.0
B.1.236,42,0,0,42,0,0,0,0.0,0.0,0.8228840125391849,0.0,0.0,0.0
B.1.1.265,41,0,0,0,41,0,0,0.0,0.0,0.0,0.08556105094012813,0.0,0.0
B.1.1.132,41,0,0,0,41,0,0,0.0,0.0,0.0,0.08556105094012813,0.0,0.0
B.1.93,40,0,0,34,6,0,0,0.0,0.0,0.6661442006269592,0.01252112940587241,0.0,0.0
B.1.340,40,0,0,0,40,0,0,0.0,0.0,0.0,0.08347419603914939,0.0,0.0
B.1.391,40,0,0,1,38,1,0,0.0,0.0,0.01959247648902821,0.07930048623719192,0.007883948281299274,0.0
B.1.1.205,39,0,0,0,39,0,0,0.0,0.0,0.0,0.08138734113817066,0.0,0.0
B.1.1.306,38,0,35,0,3,0,0,0.0,1.6826923076923077,0.0,0.006260564702936205,0.0,0.0
B.1.78,38,0,0,38,0,0,0,0.0,0.0,0.744514106583072,0.0,0.0,0.0
B.1.1.368,37,0,0,0,37,0,0,0.0,0.0,0.0,0.07721363133621319,0.0,0.0
B.1.1.290,36,0,0,0,36,0,0,0.0,0.0,0.0,0.07512677643523445,0.0,0.0
B.1.1.136,36,0,0,0,0,36,0,0.0,0.0,0.0,0.0,0.28382213812677387,0.0
B.1.247,36,0,36,0,0,0,0,0.0,1.7307692307692308,0.0,0.0,0.0,0.0
B.1.567,36,0,0,0,36,0,0,0.0,0.0,0.0,0.07512677643523445,0.0,0.0
B.1.382,36,0,0,0,36,0,0,0.0,0.0,0.0,0.07512677643523445,0.0,0.0
B.20,36,0,0,0,36,0,0,0.0,0.0,0.0,0.07512677643523445,0.0,0.0
B.1.306,36,0,0,0,36,0,0,0.0,0.0,0.0,0.07512677643523445,0.0,0.0
B.1.281,36,0,35,1,0,0,0,0.0,1.6826923076923077,0.01959247648902821,0.0,0.0,0.0
C.23,36,0,4,0,32,0,0,0.0,0.19230769230769232,0.0,0.06677935683131953,0.0,0.0
B.1.119,35,0,0,0,35,0,0,0.0,0.0,0.0,0.07303992153425572,0.0,0.0
B.1.91,34,0,0,32,2,0,0,0.0,0.0,0.6269592476489028,0.00417370980195747,0.0,0.0
B.1.402,34,0,0,0,34,0,0,0.0,0.0,0.0,0.07095306663327698,0.0,0.0
B.1.1.63,33,0,32,0,1,0,0,0.0,1.5384615384615385,0.0,0.002086854900978735,0.0,0.0
B.1.558,33,0,0,0,33,0,0,0.0,0.0,0.0,0.06886621173229826,0.0,0.0
B.1.437,33,0,0,0,33,0,0,0.0,0.0,0.0,0.06886621173229826,0.0,0.0
B.43,33,0,33,0,0,0,0,0.0,1.5865384615384615,0.0,0.0,0.0,0.0
B.1.1.229,32,0,0,32,0,0,0,0.0,0.0,0.6269592476489028,0.0,0.0,0.0
B.1.220,32,1,0,31,0,0,0,0.11135857461024498,0.0,0.6073667711598746,0.0,0.0,0.0
B.46,32,0,0,0,32,0,0,0.0,0.0,0.0,0.06677935683131953,0.0,0.0
B.1.111,32,0,0,2,28,0,2,0.0,0.0,0.03918495297805642,0.058431937227404585,0.0,0.546448087431694
B.1.1.337,32,0,0,0,32,0,0,0.0,0.0,0.0,0.06677935683131953,0.0,0.0
B.1.452,32,0,0,0,32,0,0,0.0,0.0,0.0,0.06677935683131953,0.0,0.0
B.1.9,31,1,3,25,2,0,0,0.11135857461024498,0.14423076923076925,0.48981191222570536,0.00417370980195747,0.0,0.0
B.1.213,31,0,0,31,0,0,0,0.0,0.0,0.6073667711598746,0.0,0.0,0.0
B.1.287,30,0,0,0,30,0,0,0.0,0.0,0.0,0.06260564702936205,0.0,0.0
B.1.258.23,30,0,0,0,30,0,0,0.0,0.0,0.0,0.06260564702936205,0.0,0.0
B.1.1.10,30,0,1,14,11,4,0,0.0,0.04807692307692308,0.274294670846395,0.022955403910766087,0.031535793125197095,0.0
B.1.274,29,0,0,0,29,0,0,0.0,0.0,0.0,0.06051879212838332,0.0,0.0
B.1.38,29,0,0,0,29,0,0,0.0,0.0,0.0,0.06051879212838332,0.0,0.0
B.1.599,29,0,0,0,29,0,0,0.0,0.0,0.0,0.06051879212838332,0.0,0.0
B.1.428.1,29,0,29,0,0,0,0,0.0,1.3942307692307694,0.0,0.0,0.0,0.0
B.1.328,29,0,0,0,29,0,0,0.0,0.0,0.0,0.06051879212838332,0.0,0.0
B.31,28,0,0,1,2,24,1,0.0,0.0,0.01959247648902821,0.00417370980195747,0.1892147587511826,0.273224043715847
B.1.1.158,28,0,0,0,28,0,0,0.0,0.0,0.0,0.058431937227404585,0.0,0.0
B.1.415,28,0,0,0,26,0,2,0.0,0.0,0.0,0.054258227425447114,0.0,0.546448087431694
A.4,28,0,0,0,28,0,0,0.0,0.0,0.0,0.058431937227404585,0.0,0.0
B.1.436,28,0,0,0,28,0,0,0.0,0.0,0.0,0.058431937227404585,0.0,0.0
B.1.1.111,28,26,0,2,0,0,0,2.89532293986637,0.0,0.03918495297805642,0.0,0.0,0.0
B.1.544,28,0,0,0,28,0,0,0.0,0.0,0.0,0.058431937227404585,0.0,0.0
B.1.337,27,0,0,0,27,0,0,0.0,0.0,0.0,0.05634508232642585,0.0,0.0
B.1.187,27,0,0,27,0,0,0,0.0,0.0,0.5289968652037618,0.0,0.0,0.0
B.1.1.277,27,0,0,23,4,0,0,0.0,0.0,0.4506269592476489,0.00834741960391494,0.0,0.0
B.1.498,26,0,0,0,26,0,0,0.0,0.0,0.0,0.054258227425447114,0.0,0.0
B.1.1.348,26,0,0,0,26,0,0,0.0,0.0,0.0,0.054258227425447114,0.0,0.0
B.1.143,25,0,25,0,0,0,0,0.0,1.201923076923077,0.0,0.0,0.0,0.0
B.1.201,25,2,0,22,1,0,0,0.22271714922048996,0.0,0.43103448275862066,0.002086854900978735,0.0,0.0
B.1.1.329,25,0,0,0,25,0,0,0.0,0.0,0.0,0.05217137252446838,0.0,0.0
B.1.580,25,0,0,0,25,0,0,0.0,0.0,0.0,0.05217137252446838,0.0,0.0
B.1.442,25,0,0,0,25,0,0,0.0,0.0,0.0,0.05217137252446838,0.0,0.0
B.19,25,0,0,0,25,0,0,0.0,0.0,0.0,0.05217137252446838,0.0,0.0
N.1,25,0,0,0,25,0,0,0.0,0.0,0.0,0.05217137252446838,0.0,0.0
B.1.36.16,24,0,22,0,1,1,0,0.0,1.0576923076923077,0.0,0.002086854900978735,0.007883948281299274,0.0
B.1.1.47,24,0,0,24,0,0,0,0.0,0.0,0.4702194357366771,0.0,0.0,0.0
B.1.170,24,12,0,0,12,0,0,1.3363028953229399,0.0,0.0,0.02504225881174482,0.0,0.0
AE.6,24,0,24,0,0,0,0,0.0,1.153846153846154,0.0,0.0,0.0,0.0
B.1.330,23,0,0,0,23,0,0,0.0,0.0,0.0,0.0479976627225109,0.0,0.0
B.1.1.282,23,0,0,23,0,0,0,0.0,0.0,0.4506269592476489,0.0,0.0,0.0
B.4.4,23,0,0,0,22,1,0,0.0,0.0,0.0,0.045910807821532174,0.007883948281299274,0.0
B.1.360,22,0,0,0,22,0,0,0.0,0.0,0.0,0.045910807821532174,0.0,0.0
B.1.146,22,0,1,21,0,0,0,0.0,0.04807692307692308,0.41144200626959243,0.0,0.0,0.0
B.1.294,22,0,0,0,22,0,0,0.0,0.0,0.0,0.045910807821532174,0.0,0.0
B.1.508,22,0,0,0,22,0,0,0.0,0.0,0.0,0.045910807821532174,0.0,0.0
B.1.1.244,22,0,0,0,22,0,0,0.0,0.0,0.0,0.045910807821532174,0.0,0.0
B.59,22,0,0,4,18,0,0,0.0,0.0,0.07836990595611285,0.037563388217617226,0.0,0.0
B.1.1.284,22,0,22,0,0,0,0,0.0,1.0576923076923077,0.0,0.0,0.0,0.0
B.1.471,22,0,18,0,1,3,0,0.0,0.8653846153846154,0.0,0.002086854900978735,0.023651844843897825,0.0
B.13,21,0,0,0,21,0,0,0.0,0.0,0.0,0.04382395292055344,0.0,0.0
B.1.1.50,21,0,16,1,4,0,0,0.0,0.7692307692307693,0.01959247648902821,0.00834741960391494,0.0,0.0
B.1.189,21,0,0,0,21,0,0,0.0,0.0,0.0,0.04382395292055344,0.0,0.0
B.1.181,21,0,0,0,21,0,0,0.0,0.0,0.0,0.04382395292055344,0.0,0.0
B.39,21,0,2,1,12,6,0,0.0,0.09615384615384616,0.01959247648902821,0.02504225881174482,0.04730368968779565,0.0
B.1.106,21,0,0,0,21,0,0,0.0,0.0,0.0,0.04382395292055344,0.0,0.0
N.4,21,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,5.737704918032787
B.1.9.5,21,0,16,5,0,0,0,0.0,0.7692307692307693,0.09796238244514105,0.0,0.0,0.0
B.1.1.181,21,0,21,0,0,0,0,0.0,1.0096153846153846,0.0,0.0,0.0,0.0
B.1.421,20,0,0,0,20,0,0,0.0,0.0,0.0,0.041737098019574696,0.0,0.0
B.1.1.172,20,0,0,0,20,0,0,0.0,0.0,0.0,0.041737098019574696,0.0,0.0
B.1.323,20,0,0,0,20,0,0,0.0,0.0,0.0,0.041737098019574696,0.0,0.0
B.1.1.362,20,0,0,0,20,0,0,0.0,0.0,0.0,0.041737098019574696,0.0,0.0
B.1.318,20,0,0,0,20,0,0,0.0,0.0,0.0,0.041737098019574696,0.0,0.0
B.1.1.128,20,0,0,0,20,0,0,0.0,0.0,0.0,0.041737098019574696,0.0,0.0
R.1,20,6,0,0,14,0,0,0.6681514476614699,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.610,20,0,0,9,2,6,3,0.0,0.0,0.17633228840125392,0.00417370980195747,0.04730368968779565,0.819672131147541
B.1.507,20,0,0,0,20,0,0,0.0,0.0,0.0,0.041737098019574696,0.0,0.0
B.1.494,19,0,0,0,19,0,0,0.0,0.0,0.0,0.03965024311859596,0.0,0.0
B.1.501,19,0,0,0,19,0,0,0.0,0.0,0.0,0.03965024311859596,0.0,0.0
B.1.1.344,19,0,0,0,19,0,0,0.0,0.0,0.0,0.03965024311859596,0.0,0.0
B.1.602,19,0,0,0,19,0,0,0.0,0.0,0.0,0.03965024311859596,0.0,0.0
B.1.378,19,0,0,0,19,0,0,0.0,0.0,0.0,0.03965024311859596,0.0,0.0
B.1.546,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.1.1.139,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.1.574,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.1.575,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.30,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.1.1.251,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.51,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.1.478,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.1.594,18,0,0,0,18,0,0,0.0,0.0,0.0,0.037563388217617226,0.0,0.0
B.28,18,0,1,2,10,5,0,0.0,0.04807692307692308,0.03918495297805642,0.020868549009787348,0.03941974140649637,0.0
B.1.160.14,18,0,0,18,0,0,0,0.0,0.0,0.35266457680250785,0.0,0.0,0.0
B.1.335,17,0,0,0,17,0,0,0.0,0.0,0.0,0.03547653331663849,0.0,0.0
B.1.104,17,0,0,0,17,0,0,0.0,0.0,0.0,0.03547653331663849,0.0,0.0
B.1.221,17,0,0,16,1,0,0,0.0,0.0,0.3134796238244514,0.002086854900978735,0.0,0.0
B.1.1.28,17,0,2,0,13,0,2,0.0,0.09615384615384616,0.0,0.027129113712723557,0.0,0.546448087431694
B.1.348,17,0,0,0,17,0,0,0.0,0.0,0.0,0.03547653331663849,0.0,0.0
B.1.1.214,17,0,17,0,0,0,0,0.0,0.8173076923076924,0.0,0.0,0.0,0.0
B.1.1.8,17,0,0,0,11,6,0,0.0,0.0,0.0,0.022955403910766087,0.04730368968779565,0.0
B.1.225,16,0,0,16,0,0,0,0.0,0.0,0.3134796238244514,0.0,0.0,0.0
B.1.310,16,0,0,16,0,0,0,0.0,0.0,0.3134796238244514,0.0,0.0,0.0
B.1.1.77,16,0,0,0,16,0,0,0.0,0.0,0.0,0.03338967841565976,0.0,0.0
B.1.591,15,0,0,0,15,0,0,0.0,0.0,0.0,0.03130282351468103,0.0,0.0
AE.7,15,0,15,0,0,0,0,0.0,0.7211538461538461,0.0,0.0,0.0,0.0
A.2.5,15,0,0,0,15,0,0,0.0,0.0,0.0,0.03130282351468103,0.0,0.0
B.1.1.285,15,0,0,0,15,0,0,0.0,0.0,0.0,0.03130282351468103,0.0,0.0
B.29,15,0,0,1,1,13,0,0.0,0.0,0.01959247648902821,0.002086854900978735,0.10249132765689058,0.0
B.1.1.450,15,0,0,0,15,0,0,0.0,0.0,0.0,0.03130282351468103,0.0,0.0
B.1.293,15,0,0,0,15,0,0,0.0,0.0,0.0,0.03130282351468103,0.0,0.0
B.1.1.485,15,14,0,0,1,0,0,1.55902004454343,0.0,0.0,0.002086854900978735,0.0,0.0
B.1.267,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.1.198,14,2,0,11,0,1,0,0.22271714922048996,0.0,0.21551724137931033,0.0,0.007883948281299274,0.0
B.1.595.4,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.493,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.479,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.6.6,14,0,9,0,0,5,0,0.0,0.4326923076923077,0.0,0.0,0.03941974140649637,0.0
B.1.1.239,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
N.6,14,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,3.825136612021858
AE.4,14,0,14,0,0,0,0,0.0,0.6730769230769231,0.0,0.0,0.0,0.0
B.35,14,0,4,1,4,5,0,0.0,0.19230769230769232,0.01959247648902821,0.00834741960391494,0.03941974140649637,0.0
B.1.444,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.605,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.351,14,5,0,2,7,0,0,0.5567928730512249,0.0,0.03918495297805642,0.014607984306851146,0.0,0.0
B.1.36.31,14,0,2,0,12,0,0,0.0,0.09615384615384616,0.0,0.02504225881174482,0.0,0.0
B.1.1.518,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.160.16,14,0,0,14,0,0,0,0.0,0.0,0.274294670846395,0.0,0.0,0.0
B.1.1.380,14,0,0,0,14,0,0,0.0,0.0,0.0,0.029215968613702292,0.0,0.0
B.1.184,14,0,14,0,0,0,0,0.0,0.6730769230769231,0.0,0.0,0.0,0.0
B.1.128,13,0,0,11,2,0,0,0.0,0.0,0.21551724137931033,0.00417370980195747,0.0,0.0
B.1.1.144,13,0,0,13,0,0,0,0.0,0.0,0.25470219435736674,0.0,0.0,0.0
B.1.595.3,13,0,0,0,13,0,0,0.0,0.0,0.0,0.027129113712723557,0.0,0.0
B.1.304,13,0,0,0,13,0,0,0.0,0.0,0.0,0.027129113712723557,0.0,0.0
B.1.590,13,0,0,0,13,0,0,0.0,0.0,0.0,0.027129113712723557,0.0,0.0
B.1.587,13,0,0,0,13,0,0,0.0,0.0,0.0,0.027129113712723557,0.0,0.0
B.1.586,13,0,0,0,13,0,0,0.0,0.0,0.0,0.027129113712723557,0.0,0.0
B.1.389,13,0,0,13,0,0,0,0.0,0.0,0.25470219435736674,0.0,0.0,0.0
B.1.397,13,0,0,0,13,0,0,0.0,0.0,0.0,0.027129113712723557,0.0,0.0
AE.2,13,0,13,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0
B.1.313,13,0,0,0,12,1,0,0.0,0.0,0.0,0.02504225881174482,0.007883948281299274,0.0
B.1.541,13,0,0,0,13,0,0,0.0,0.0,0.0,0.027129113712723557,0.0,0.0
B.1.499,13,0,2,0,1,0,10,0.0,0.09615384615384616,0.0,0.002086854900978735,0.0,2.73224043715847
B.12,12,0,12,0,0,0,0,0.0,0.576923076923077,0.0,0.0,0.0,0.0
B.1.325,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
A.6,12,0,12,0,0,0,0,0.0,0.576923076923077,0.0,0.0,0.0,0.0
B.1.359,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
B.1.1.269,12,0,0,12,0,0,0,0.0,0.0,0.23510971786833856,0.0,0.0,0.0
B.1.1.418,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
B.1.485,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
B.1.13,12,0,0,1,0,11,0,0.0,0.0,0.01959247648902821,0.0,0.08672343109429202,0.0
B.1.1.463,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
W.1,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
B.1.1.258,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
B.1.441,12,1,2,0,9,0,0,0.11135857461024498,0.09615384615384616,0.0,0.018781694108808613,0.0,0.0
B.4.7,12,0,10,0,2,0,0,0.0,0.4807692307692308,0.0,0.00417370980195747,0.0,0.0
B.1.1.113,12,0,0,0,12,0,0,0.0,0.0,0.0,0.02504225881174482,0.0,0.0
L.2,11,0,0,11,0,0,0,0.0,0.0,0.21551724137931033,0.0,0.0,0.0
B.1.523,11,0,2,0,5,4,0,0.0,0.09615384615384616,0.0,0.010434274504893674,0.031535793125197095,0.0
B.1.539,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
R.2,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
B.1.223,11,0,0,11,0,0,0,0.0,0.0,0.21551724137931033,0.0,0.0,0.0
B.1.570,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
B.1.160.15,11,0,0,11,0,0,0,0.0,0.0,0.21551724137931033,0.0,0.0,0.0
B.1.606,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
B.1.443,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
B.1.1.351,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
B.1.1.482,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
