lineage,count,freq
B.1.36.9,3,0.004344614849893557
B.1.160.22,3,0.004344614849893557
B.1.363,3,0.004344614849893557
B.1.1.426,3,0.004344614849893557
B.1.362,3,0.004344614849893557
A.23.1,3,0.004344614849893557
B.1.1.326,3,0.004344614849893557
B.1.1.164,3,0.004344614849893557
B.1.1.89,3,0.004344614849893557
B.5,3,0.004344614849893557
B.1.572,3,0.004344614849893557
B.1.1.148,3,0.004344614849893557
N.5,3,0.004344614849893557
B.1.416,3,0.004344614849893557
B.1.566,3,0.004344614849893557
B.1.1.431,2,0.002896409899929038
B.1.1.411,2,0.002896409899929038
B.1.530,2,0.002896409899929038
AD.2,2,0.002896409899929038
B.1.1.447,2,0.002896409899929038
B.1.1.44,2,0.002896409899929038
B.1.1.389,2,0.002896409899929038
B.1.1.420,2,0.002896409899929038
B.1.579,2,0.002896409899929038
B.1.623,2,0.002896409899929038
B.1.1.328,2,0.002896409899929038
B.1.535,2,0.002896409899929038
B.1.116,2,0.002896409899929038
B.1.518,2,0.002896409899929038
B.1.177.7,2,0.002896409899929038
B.1.36.26,2,0.002896409899929038
B.1.36.2,2,0.002896409899929038
B.1.36.1,2,0.002896409899929038
B.1.160.32,2,0.002896409899929038
C.16,2,0.002896409899929038
B.1.1.221,2,0.002896409899929038
B.1.177.33,2,0.002896409899929038
A.2.5.2,2,0.002896409899929038
B.1.177.43,2,0.002896409899929038
B.1.177.50,2,0.002896409899929038
B.1.1.240,2,0.002896409899929038
B.1.177.57,2,0.002896409899929038
B.1.284,2,0.002896409899929038
B.1.1.283,2,0.002896409899929038
L.4,2,0.002896409899929038
B.1.177.86,2,0.002896409899929038
B.1.1.242,2,0.002896409899929038
B.1.1.243,2,0.002896409899929038
B.1.260,2,0.002896409899929038
B.1.1.345,2,0.002896409899929038
B.1.182,2,0.002896409899929038
B.1.243.1,2,0.002896409899929038
B.1.233,2,0.002896409899929038
B.1.195,2,0.002896409899929038
B.1.1.266,2,0.002896409899929038
B.1.215,2,0.002896409899929038
B.1.1.334,2,0.002896409899929038
B.1.36.27,2,0.002896409899929038
B.1.1.404,2,0.002896409899929038
B.1.428,2,0.002896409899929038
B.1.438.3,2,0.002896409899929038
B.1.1.133,2,0.002896409899929038
B.1.1.98,2,0.002896409899929038
B.1.1.370,2,0.002896409899929038
B.1.1.67,2,0.002896409899929038
B.1.474,2,0.002896409899929038
B.1.214.2,2,0.002896409899929038
B.1.1.57,2,0.002896409899929038
B.1.110.1,2,0.002896409899929038
B.1.1.142,2,0.002896409899929038
B.1.420,2,0.002896409899929038
B.1.1.369,2,0.002896409899929038
B.1.1.513,2,0.002896409899929038
B.1.1.121,2,0.002896409899929038
B.1.1.159,2,0.002896409899929038
B.1.511,2,0.002896409899929038
B.1.1.118,2,0.002896409899929038
B.1.151,2,0.002896409899929038
B.38,1,0.001448204949964519
B.1.1.391,1,0.001448204949964519
B.4.1,1,0.001448204949964519
B.3.1,1,0.001448204949964519
B.1.1.342,1,0.001448204949964519
B.1.1.367,1,0.001448204949964519
A.19,1,0.001448204949964519
B.1.1.353,1,0.001448204949964519
B.57,1,0.001448204949964519
B.6.3,1,0.001448204949964519
B.1.1.381,1,0.001448204949964519
B.1.1.398,1,0.001448204949964519
B.1.1.401,1,0.001448204949964519
B.1.94,1,0.001448204949964519
A.25,1,0.001448204949964519
C.4,1,0.001448204949964519
C.30,1,0.001448204949964519
B.4.6,1,0.001448204949964519
B.1.1.402,1,0.001448204949964519
B.27,1,0.001448204949964519
B.1.1.393,1,0.001448204949964519
B.53,1,0.001448204949964519
B.1.1.352,1,0.001448204949964519
B.1.211,1,0.001448204949964519
B.1.1.41,1,0.001448204949964519
B.1.177.18,1,0.001448204949964519
B.1.315,1,0.001448204949964519
B.1.177.46,1,0.001448204949964519
B.1.321,1,0.001448204949964519
B.1.177.31,1,0.001448204949964519
B.1.177.28,1,0.001448204949964519
B.1.1.279,1,0.001448204949964519
B.1.169,1,0.001448204949964519
B.1.36.7,1,0.001448204949964519
B.1.343,1,0.001448204949964519
B.1.357,1,0.001448204949964519
B.1.36.10,1,0.001448204949964519
B.1.36.18,1,0.001448204949964519
B.1.36.29,1,0.001448204949964519
B.1.36.35,1,0.001448204949964519
B.1.177.51,1,0.001448204949964519
B.1.177.53,1,0.001448204949964519
B.1.177.54,1,0.001448204949964519
B.1.177.6,1,0.001448204949964519
B.1.177.8,1,0.001448204949964519
B.1.177.81,1,0.001448204949964519
B.1.279,1,0.001448204949964519
B.1.178,1,0.001448204949964519
B.1.180,1,0.001448204949964519
B.1.258.9,1,0.001448204949964519
B.1.258.7,1,0.001448204949964519
B.1.258.21,1,0.001448204949964519
B.1.192,1,0.001448204949964519
B.1.194,1,0.001448204949964519
B.1.235,1,0.001448204949964519
B.1.1.27,1,0.001448204949964519
B.1.219,1,0.001448204949964519
B.1.36.36,1,0.001448204949964519
B.1.1.203,1,0.001448204949964519
B.1.6,1,0.001448204949964519
B.1.560,1,0.001448204949964519
B.1.506,1,0.001448204949964519
B.1.528,1,0.001448204949964519
B.1.533,1,0.001448204949964519
B.1.547,1,0.001448204949964519
B.1.1.319,1,0.001448204949964519
B.1.557,1,0.001448204949964519
B.1.1.117,1,0.001448204949964519
B.1.160.20,1,0.001448204949964519
B.1.563,1,0.001448204949964519
B.1.1.46,1,0.001448204949964519
AN.1,1,0.001448204949964519
AE.8,1,0.001448204949964519
B.1.595.2,1,0.001448204949964519
B.1.596.1,1,0.001448204949964519
B.1.1.312,1,0.001448204949964519
B.1.482,1,0.001448204949964519
B.1.456,1,0.001448204949964519
B.1.1.74,1,0.001448204949964519
B.1.1.75,1,0.001448204949964519
B.1.445,1,0.001448204949964519
B.1.432,1,0.001448204949964519
B.1.1.297,1,0.001448204949964519
B.1.1.294,1,0.001448204949964519
B.1.424,1,0.001448204949964519
B.1.12,1,0.001448204949964519
B.1.406,1,0.001448204949964519
B.1.134,1,0.001448204949964519
B.1.1.16,1,0.001448204949964519
B.1.159,1,0.001448204949964519
B.1.379,1,0.001448204949964519
B.1.1.177,1,0.001448204949964519
B.1.1.59,1,0.001448204949964519
